claim_uid,file_num,data_set,cont_num,proc_unit,plan_num,claim_type,line_code,coverage_code,pay_cat,claim_open,date_event,date_open,date_close,date_v1m_xmit,clmnt_ssn,clmnt_dob,clmnt_gender,clmnt_country,clmnt_state,pay_code,pay_type,paid_1,paid_3,amount,state_juris,our_cause_2,our_cause_3,our_cause_4,date_rpted_cms,days_to_cms,reserve_3,reserve_6,reserve_status,is_v1m_extracted,excl_reason
1000499.391,18WC849013,WC,3290,94,2651,IO,WC,WA,PI,True,07/16/2019,07/28/2019,,,504937769,03/19/1962,M,USA,KY,167,MAN,26676.8,6715.81,2033.16,12,REPETIT,LACERA,KNEE,09/29/2019,63.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000500.954,20WC475263,AU,3806,26,2412,MO,WC,,OT,True,11/21/2018,12/06/2018,,,000000000,07/04/1930,M,USA,KS,165,SYS,24787.4,57343.56,3515.16,,,,,,,0.0,0.0,,0,
1000501.218,18WC800318,WC,5862,40,2083,OT,WC,LT,PI,True,08/16/2021,08/18/2021,,,838137065,04/15/1931,M,USA,CT,368,SYS,46384.2,90504.28,7435.07,13,BURN,CONTUS,SHOULDER,10/06/2021,49.0,0.0,0.0,,0,coverage_code
1000502.014,19WC770105,WC,9054,77,3196,MO,WC,WA,PI,False,12/05/2020,12/22/2020,03/26/2022,01/14/2024,850639937,07/28/1954,M,USA,OH,114,SYS,8860.83,68153.17,3252.57,04,CAUGHT,LACERA,NECK,05/16/2021,145.0,0.0,0.0,,0,coverage_code
1000503.96,18WC616765,AU,9923,94,3607,MO,WC,WA,BI,False,02/01/2023,02/17/2023,05/04/2024,,415672401,06/25/1959,M,USA,GA,384,SYS,11195.41,34930.38,6771.44,,,,,,,0.0,0.0,,0,coverage_code
1000504.086,21WC811717,GL,6998,2,4183,MO,WC,,BI,True,12/21/2020,01/03/2021,,,789231192,06/19/1967,F,MEX,OK,368,SYS,11760.96,62343.7,5464.39,,,,,,,0.0,0.0,,1,
1000505.868,19WC233037,WC,6422,5,4896,OT,ZE,LT,PI,True,11/10/2022,12/04/2022,,,299832130,06/28/1949,M,USA,ME,380,SYS,25376.75,96243.0,7536.63,04,REPETIT,STRAIN,FINGER,02/17/2023,75.0,0.0,0.0,,0,coverage_code|line_code
1000506.235,22WC521164,WC,7398,62,1802,OT,GR,WA,PI,False,04/18/2018,05/18/2018,03/25/2019,,629097560,08/13/1947,M,USA,OR,390,SYS,24861.3,84551.13,8386.75,36,CAUGHT,BURN,NECK,08/06/2018,80.0,0.0,0.0,,0,coverage_code|line_code
1000507.494,23WC140034,GL,9719,41,3791,OT,WC,,CL,False,02/02/2020,02/24/2020,11/23/2020,,031855905,07/24/1983,F,USA,OR,303,SYS,13979.85,54177.01,7805.95,,,,,,,0.0,0.0,,0,
1000508.375,20WC291423,WC,7442,59,3431,MO,WC,,PD,False,04/19/2021,04/25/2021,03/05/2023,,758744412,04/18/1973,M,USA,HI,187,MAN,45799.86,18660.18,7638.83,53,REPETIT,CONTUS,FINGER,09/01/2021,129.0,0.0,0.0,,1,
1000509.404,22WC332419,AU,4642,44,3169,OT,ZE,,BI,False,07/04/2020,08/01/2020,01/29/2022,10/11/2022,027838023,09/11/1942,M,USA,WI,398,SYS,11210.34,19415.95,6318.46,,,,,,,0.0,0.0,,0,line_code
1000510.12,23WC637196,GL,2220,15,4743,OT,WC,,PI,True,07/12/2018,07/19/2018,,,276051410,07/10/1972,M,USA,NJ,341,SYS,5361.11,72893.25,3724.49,,,,,,,0.0,0.0,,0,no_rre
1000511.818,21WC863197,WC,2596,31,4271,MO,WC,,BI,True,03/07/2018,03/27/2018,,,659144645,01/25/1964,F,USA,MO,315,MAN,29586.74,47288.77,695.41,53,MVA,RUPTURE,BACK,07/04/2018,99.0,65698.13,5927.24,A,1,
1000512.935,22WC948400,PF,8015,54,1239,MO,GR,ZE,OT,False,08/29/2022,09/24/2022,04/27/2024,,172188073,06/24/1991,F,USA,MI,375,SYS,39830.12,31732.73,7155.49,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000513.614,19WC626417,WC,5990,80,4729,MO,WC,WA,MP,True,09/23/2021,09/24/2021,,,123456789,11/08/1948,M,CAN,TN,314,SYS,43424.25,6924.26,155.14,42,REPETIT,FRACT,HIP,12/15/2021,82.0,71891.81,8497.58,A,0,coverage_code|invalid_ssn_non_us
1000514.303,24WC645059,WC,7277,50,3402,OT,GR,,PI,False,08/09/2023,09/06/2023,05/20/2024,,999999999,06/28/1967,M,GBR,IN,390,SYS,26291.38,80538.48,1811.45,37,LIFT,CONTUS,HAND,10/22/2023,46.0,0.0,0.0,,0,line_code|invalid_ssn_non_us
1000515.126,22WC250169,GL,1116,82,2248,OT,WC,,MP,True,02/03/2018,03/04/2018,,,164279057,09/06/1930,F,USA,VA,385,SYS,44992.58,48007.96,3276.4,,,,,,,0.0,0.0,,0,
1000516.363,23WC378533,WC,3223,49,1633,OT,WC,,PI,False,01/05/2019,01/22/2019,01/06/2021,,674713951,01/18/1984,M,USA,DE,322,SYS,22858.34,21506.85,4484.69,53,STRAIN,CONCUSS,NECK,04/09/2019,77.0,0.0,0.0,,0,no_rre
1000517.926,20WC290619,WC,3543,75,4912,OT,WC,,CL,True,08/15/2022,09/13/2022,,11/24/2023,674751235,09/18/1937,M,USA,HI,346,MAN,48207.58,78935.17,8571.42,37,STRAIN,SPRAIN,HIP,12/30/2022,108.0,0.0,0.0,,1,
1000518.122,23WC775918,WC,9079,29,1661,MO,WC,,BI,False,09/24/2021,10/03/2021,06/16/2023,,626921909,10/27/1944,F,USA,OR,108,SYS,2771.88,24648.94,9020.62,13,BURN,RUPTURE,KNEE,12/26/2021,84.0,0.0,0.0,,1,
1000519.327,22WC685432,WC,4982,17,1611,MO,ZE,LT,BI,True,07/06/2019,08/01/2019,,,056713088,01/09/1958,F,USA,UT,366,SYS,25295.77,56892.13,3558.2,12,CAUGHT,BURN,FINGER,10/17/2019,77.0,3118.08,444.11,A,0,coverage_code|line_code
1000520.202,20WC416778,WC,7355,84,1335,OT,WC,,BI,True,03/01/2023,03/04/2023,,,000000000,12/19/1969,F,USA,CO,361,SYS,32687.74,73492.21,2009.23,26,STRAIN,FRACT,NECK,07/18/2023,136.0,0.0,0.0,,0,no_rre
1000521.083,23WC722314,WC,2522,79,4962,MO,WC,,BI,True,09/11/2019,10/05/2019,,,704907543,11/05/1954,M,USA,WY,311,SYS,5635.48,40269.63,1382.07,36,FALL,STRAIN,NECK,11/12/2019,38.0,28363.06,1979.6,A,1,
1000522.037,22WC301792,WC,7231,44,1853,OT,WC,WA,PI,False,02/09/2023,03/02/2023,02/03/2024,,783372886,01/26/1939,F,USA,FL,390,SYS,28821.48,32663.93,1432.88,26,STRUCK,INFLAM,SHOULDER,04/05/2023,34.0,0.0,0.0,,0,coverage_code
1000523.84,22WC303060,AU,7009,45,3955,MO,WC,LT,CL,False,01/06/2018,02/01/2018,01/14/2020,,798899560,02/08/1930,F,USA,LA,354,MAN,16331.95,36669.06,3138.76,,,,,,,0.0,0.0,,0,coverage_code
1000524.924,19WC987454,WC,5250,10,4637,IO,GR,,BI,False,07/31/2019,08/16/2019,11/20/2020,01/24/2023,237728108,10/20/1935,M,USA,WA,390,SYS,21309.94,59081.27,4182.18,36,MVA,SURGERY,HIP,10/12/2019,57.0,0.0,0.0,,0,line_code|claim_type_IO
1000525.342,20WC266302,AU,1124,29,3872,IO,WC,,PI,True,08/29/2018,09/02/2018,,,123456789,05/20/1955,M,USA,PA,399,SYS,14252.18,84350.53,9463.12,,,,,,,0.0,0.0,,0,claim_type_IO
1000526.251,24WC211594,WC,5115,60,2778,MO,WC,,OT,True,09/01/2018,09/26/2018,,,213046760,08/13/1933,F,USA,CO,354,SYS,2131.17,1312.9,1064.54,53,CAUGHT,RUPTURE,KNEE,12/02/2018,67.0,14828.25,1495.23,P,1,
1000527.453,19WC156500,WC,4756,43,1326,MO,WC,,OT,True,02/02/2021,02/18/2021,,,721260407,03/12/1943,F,USA,VA,332,SYS,1484.2,12049.64,154.12,12,STRAIN,CONCUSS,ANKLE,04/29/2021,70.0,44080.3,3324.63,P,0,no_rre
1000528.89,21WC963180,WC,2293,46,3396,MO,WC,,CM,False,07/21/2019,08/13/2019,10/01/2019,02/07/2021,436135089,02/26/1960,M,USA,PA,359,SYS,45696.47,3735.07,7515.32,17,CUT,LACERA,HIP,01/31/2020,171.0,0.0,0.0,,1,
1000529.715,24WC833933,AU,5417,75,1012,MO,WC,WA,CL,False,09/27/2018,10/08/2018,12/20/2018,,039764877,08/13/1949,F,USA,TN,325,SYS,34257.79,81366.53,3883.99,,,,,,,0.0,0.0,,0,coverage_code
1000530.557,20WC207012,WC,7259,13,1608,MO,WC,,BI,True,06/10/2023,06/26/2023,,,781427159,12/17/1953,F,USA,DE,390,SYS,40350.67,6699.56,8243.21,17,MVA,INFLAM,SHOULDER,08/01/2023,36.0,5286.19,710.6,A,1,
1000531.089,18WC981881,WC,1449,82,4290,OT,ZE,,BI,True,12/09/2018,12/17/2018,,,526778266,03/04/1987,M,MEX,WA,364,MAN,29382.37,28976.67,6648.71,04,LIFT,BURN,ANKLE,03/23/2019,96.0,0.0,0.0,,0,line_code
1000532.304,19WC268523,PF,2971,58,4878,MO,WC,,CL,False,08/12/2020,08/31/2020,03/03/2022,,000000000,07/16/1931,F,USA,CO,123,SYS,14977.78,40322.95,7669.63,,,,,,,0.0,0.0,,0,
1000533.934,22WC623957,AU,5431,22,3457,OT,WC,ZE,OT,False,09/09/2019,09/24/2019,11/28/2020,,123456789,04/23/1941,M,USA,CO,174,SYS,2201.06,89958.7,6459.04,,,,,,,0.0,0.0,,0,coverage_code
1000534.177,20WC806942,AU,4673,43,3960,MO,WC,,CM,False,03/01/2023,03/20/2023,02/21/2025,,300820741,12/21/1985,F,USA,MO,149,SYS,46777.83,42930.82,2729.88,,,,,,,0.0,0.0,,0,
1000535.152,21WC112179,WC,6539,14,2580,MO,WC,,OT,False,09/22/2020,10/19/2020,08/26/2021,,515743638,09/23/1942,M,USA,NV,133,SYS,23976.18,99059.52,7553.66,13,CUT,CONCUSS,KNEE,03/06/2021,138.0,0.0,0.0,,1,
1000536.089,18WC324869,WC,5068,46,3708,IO,WC,WA,CM,False,10/31/2019,11/27/2019,02/16/2021,02/05/2021,418015599,01/09/1937,F,USA,CT,389,SYS,45500.49,36031.62,9565.87,27,STRUCK,RUPTURE,SHOULDER,03/03/2020,97.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000537.125,18WC549752,WC,1517,25,3854,MO,WC,,CM,False,09/02/2022,09/15/2022,02/08/2024,,766098451,10/18/1938,M,USA,WA,151,SYS,41666.4,14546.02,2787.84,13,STRUCK,INFLAM,HIP,11/10/2022,56.0,0.0,0.0,,1,
1000538.623,21WC757027,WC,5343,71,2729,OT,ZE,,OT,False,10/16/2020,11/08/2020,01/17/2022,,320656245,02/11/1952,F,USA,MA,306,SYS,6205.84,13476.77,6031.17,36,FALL,RUPTURE,FINGER,02/09/2021,93.0,0.0,0.0,,0,line_code
1000539.697,21WC828515,WC,6756,15,1288,OT,WC,,CL,False,09/11/2018,09/19/2018,04/21/2020,,405276902,12/21/1943,M,USA,PA,147,MAN,2790.57,48550.81,586.6,26,CUT,SURGERY,SHOULDER,01/03/2019,106.0,0.0,0.0,,1,
1000540.179,20WC494616,WC,5489,96,4528,OT,WC,,MP,True,07/31/2023,08/14/2023,,,015405157,08/25/1941,F,USA,AK,339,HIS,15946.61,22073.27,7834.47,27,CUT,FRACT,ANKLE,10/16/2023,63.0,0.0,0.0,,1,
1000541.258,21WC499780,WC,4020,100,2715,MO,ZE,,BI,False,03/21/2019,04/03/2019,01/10/2021,,055026972,02/06/1935,M,USA,WI,354,SYS,34697.48,47394.84,4072.24,27,CAUGHT,CONCUSS,KNEE,08/10/2019,129.0,0.0,0.0,,0,line_code
1000542.028,18WC285469,WC,2638,12,2525,OT,WC,,CM,True,10/19/2023,11/09/2023,,05/21/2024,968112775,08/23/1942,F,CAN,IL,322,MAN,29776.22,94176.86,4496.47,27,FALL,SURGERY,WRIST,01/12/2024,64.0,0.0,0.0,,0,invalid_ssn_non_us
1000543.994,21WC931026,WC,3689,83,4325,MO,WC,,CL,True,03/31/2019,04/30/2019,,,754987844,06/23/1943,F,USA,OH,170,SYS,48685.15,63555.8,3748.11,17,BURN,CONTUS,HEAD,07/01/2019,62.0,14031.55,1209.56,A,1,
1000544.047,23WC550087,WC,6006,85,2504,MO,ZE,,PD,True,08/20/2019,09/17/2019,,,199207332,10/25/1947,F,USA,SC,310,SYS,21919.42,77355.37,7665.16,12,STRUCK,CONTUS,WRIST,11/29/2019,73.0,979.0,65.57,A,0,line_code
1000545.898,20WC848910,WC,9895,8,4281,MO,WC,,PI,True,06/20/2018,06/29/2018,,,624305325,03/09/1991,M,USA,IA,301,SYS,42891.92,86322.28,7899.61,53,LIFT,BURN,KNEE,11/07/2018,131.0,16704.0,2487.06,A,1,
1000546.254,23WC476925,WC,5291,55,1219,OT,WC,,PD,False,09/28/2018,10/14/2018,06/23/2019,,110025252,02/05/1949,F,GBR,OH,379,MAN,28963.99,98817.2,5324.17,27,MVA,CONCUSS,BACK,01/30/2019,108.0,0.0,0.0,,0,no_rre
1000547.315,22WC837230,WC,8854,14,2123,MO,ZE,,PD,True,03/24/2022,04/01/2022,,04/16/2024,999999999,04/27/1958,M,USA,HI,330,MAN,39617.44,15094.79,1216.02,06,BURN,RUPTURE,BACK,08/09/2022,130.0,105774.72,7112.32,A,0,line_code
1000548.712,22WC322393,WC,3388,16,1183,MO,WC,,PI,True,12/21/2019,01/19/2020,,12/23/2022,445491878,09/27/1930,F,USA,DE,110,SYS,9467.54,38371.59,1020.11,04,STRAIN,BURN,HEAD,05/09/2020,111.0,25475.98,1394.47,P,1,
1000549.276,24WC887559,PF,3266,25,2289,MO,WC,ZE,PD,True,02/05/2019,02/07/2019,,,000000000,05/11/1956,F,USA,CA,302,SYS,21795.58,97244.41,6717.58,,,,,,,0.0,0.0,,0,coverage_code
1000550.422,18WC177411,WC,7439,48,2225,MO,GR,,CL,True,07/09/2020,07/19/2020,,,409799691,08/02/1949,M,USA,OK,355,SYS,27411.74,29420.11,1494.18,37,CUT,CONCUSS,NECK,11/29/2020,133.0,39919.67,4151.39,A,0,line_code
1000551.472,23WC792492,GL,8952,80,1297,MO,WC,,CM,True,10/23/2022,10/29/2022,,,387039744,02/05/1930,F,USA,WI,358,MAN,26098.83,55906.78,8739.55,,,,,,,0.0,0.0,,0,
1000552.303,18WC680172,WC,7039,18,4853,MO,WC,,PD,False,09/22/2023,10/03/2023,03/01/2024,,724122261,10/06/1942,M,USA,UT,382,MAN,7232.67,9190.21,7156.42,39,MVA,INFLAM,HEAD,12/17/2023,75.0,0.0,0.0,,1,
1000553.478,22WC716179,WC,8361,7,4322,IO,WC,LT,CL,False,02/09/2022,02/18/2022,07/05/2022,,301487965,06/14/1961,M,USA,OR,146,SYS,41525.23,71030.66,278.81,53,FALL,STRAIN,ANKLE,05/15/2022,86.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000554.925,20WC529925,WC,1865,59,1703,MO,WC,,CM,True,04/10/2023,04/16/2023,,,739360083,09/21/1945,M,USA,KY,330,SYS,6812.49,41968.53,3955.91,51,BURN,SPRAIN,BACK,09/16/2023,153.0,19985.39,1231.44,A,1,
1000555.975,22WC286646,WC,2790,86,1352,MO,WC,,BI,True,06/28/2018,07/22/2018,,,999999999,02/26/1944,F,USA,UT,161,SYS,45302.55,82997.71,6571.09,51,BURN,CONCUSS,HEAD,01/11/2019,173.0,50768.12,5357.73,A,1,
1000556.865,21WC461353,WC,5213,36,4918,OT,GR,,MP,False,12/27/2018,01/16/2019,07/26/2020,,000000000,12/25/1954,M,USA,MI,145,HIS,28074.02,61077.39,2295.61,36,LIFT,RUPTURE,HEAD,04/10/2019,84.0,0.0,0.0,,0,line_code
1000557.971,24WC929075,AU,6898,57,2048,OT,GR,,PD,True,09/13/2019,09/27/2019,,,559560638,04/19/1987,M,GBR,MD,169,SYS,48383.65,31791.95,2355.73,,,,,,,0.0,0.0,,0,line_code
1000558.921,24WC761255,WC,7651,18,3212,MO,WC,,BI,True,12/30/2022,01/26/2023,,,369585498,07/06/1941,M,USA,WA,376,SYS,27042.11,33330.65,7680.03,48,FALL,RUPTURE,HEAD,03/04/2023,37.0,56900.62,3414.7,P,1,
1000559.095,23WC120024,WC,6383,38,3884,MO,ZE,,BI,False,12/27/2019,01/02/2020,03/22/2021,,240414392,11/06/1932,M,USA,TX,156,SYS,39246.68,90009.78,3637.71,04,FALL,CONTUS,ANKLE,02/13/2020,42.0,0.0,0.0,,0,line_code
1000560.079,18WC453643,WC,4000,45,4959,OT,ZE,WA,OT,False,11/29/2020,12/14/2020,10/07/2022,,045641637,03/15/1971,M,GBR,TN,129,MAN,37549.81,6576.29,196.26,39,STRUCK,CONCUSS,HAND,03/31/2021,107.0,0.0,0.0,,0,coverage_code|line_code
1000561.773,18WC313137,AU,2942,1,2136,MO,WC,,PI,True,10/21/2022,10/23/2022,,,066108893,02/08/1949,F,USA,SC,122,HIS,37502.14,90930.26,6891.64,,,,,,,0.0,0.0,,1,
1000562.046,21WC174094,WC,1971,53,4947,OT,WC,ZE,BI,True,03/20/2018,04/02/2018,,,970172207,05/02/1989,M,GBR,VT,327,MAN,9692.27,84827.8,3136.89,53,CAUGHT,LACERA,BACK,05/02/2018,30.0,0.0,0.0,,0,coverage_code|invalid_ssn_non_us
1000563.393,21WC495288,PF,3576,43,2343,MO,WC,,CL,True,11/26/2021,12/23/2021,,,940423130,08/18/1933,F,USA,AR,323,MAN,35122.82,14945.16,7913.84,,,,,,,0.0,0.0,,0,
1000564.856,18WC115973,AU,1523,75,1163,OT,WC,WA,BI,True,12/29/2021,01/06/2022,,,424664150,02/03/1934,F,USA,IA,378,SYS,44819.24,33451.17,9755.23,,,,,,,0.0,0.0,,0,coverage_code
1000565.912,20WC890874,GL,9898,58,2324,OT,WC,,PI,True,10/01/2022,10/11/2022,,06/14/2023,824230139,08/12/1968,F,USA,CA,359,SYS,34745.15,12608.23,9082.58,,,,,,,0.0,0.0,,1,
1000566.801,24WC269976,WC,1100,24,1774,MO,ZE,,BI,True,12/02/2019,12/05/2019,,,535748010,10/04/1982,F,USA,DE,327,SYS,18571.42,55023.81,907.38,26,CAUGHT,CONCUSS,WRIST,05/03/2020,150.0,10245.82,1238.55,A,0,line_code
1000567.917,21WC660965,PF,4539,9,3242,MO,WC,,OT,True,05/19/2023,06/17/2023,,,319071573,03/24/1967,F,USA,AR,122,SYS,26832.73,62527.21,8402.96,,,,,,,0.0,0.0,,0,
1000568.662,19WC162033,WC,2452,36,2141,OT,WC,WA,PI,False,06/24/2019,07/24/2019,02/10/2021,,369749871,11/05/1959,M,USA,SD,106,SYS,46855.23,69587.86,2268.27,36,MVA,RUPTURE,WRIST,11/22/2019,121.0,0.0,0.0,,0,coverage_code
1000569.85,19WC829234,WC,4993,48,3940,MO,WC,LT,CM,True,06/20/2019,07/07/2019,,,260513229,01/12/1956,M,IND,NJ,350,MAN,4797.69,53726.91,1406.99,48,FALL,CONTUS,NECK,08/28/2019,52.0,10574.43,1313.66,P,0,coverage_code
1000570.299,24WC737658,WC,3608,76,4068,OT,WC,,CM,True,04/30/2018,05/09/2018,,,283096343,10/03/1934,M,IND,NY,107,SYS,20293.14,88479.81,9691.51,39,SLIP,RUPTURE,BACK,09/14/2018,128.0,0.0,0.0,,1,
1000571.153,22WC637022,WC,6932,47,1247,MO,WC,,CM,False,11/09/2020,11/19/2020,03/15/2022,,202885017,12/08/1936,F,USA,MD,348,SYS,22680.77,12947.58,1772.54,36,SLIP,STRAIN,KNEE,03/04/2021,105.0,0.0,0.0,,0,no_rre
1000572.256,24WC530897,AU,3252,96,2407,OT,WC,WA,PD,True,12/27/2020,01/18/2021,,,981159745,12/20/1965,F,USA,KS,339,HIS,4231.77,60078.51,6858.71,,,,,,,0.0,0.0,,0,coverage_code
1000573.264,19WC686893,WC,4923,18,3949,MO,WC,,PD,True,08/24/2018,09/05/2018,,,208053947,06/28/1952,F,USA,MS,390,SYS,18489.75,46690.45,7304.87,51,CUT,SURGERY,WRIST,12/28/2018,114.0,35832.86,5169.76,A,1,
1000574.947,20WC351583,WC,7074,74,2934,MO,WC,,CL,False,08/22/2023,09/04/2023,12/08/2023,,123456789,09/23/1930,M,USA,SC,390,SYS,25402.28,81476.59,1935.11,39,CUT,CONTUS,FINGER,01/07/2024,125.0,0.0,0.0,,1,
1000575.844,19WC218323,WC,1221,59,4563,MO,WC,,PD,True,05/02/2019,05/11/2019,,12/02/2023,684348921,03/14/1937,M,USA,MA,327,HIS,40479.66,45280.52,4185.23,06,REPETIT,LACERA,KNEE,06/14/2019,34.0,24314.72,2506.43,A,1,
1000576.92,19WC226088,WC,7036,95,3248,MO,WC,ZE,PD,True,07/27/2021,08/02/2021,,,757237094,08/09/1991,F,USA,TN,363,SYS,5621.43,19399.56,9652.25,47,FALL,BURN,ANKLE,11/27/2021,117.0,13379.06,1766.51,A,0,coverage_code
1000577.905,21WC574969,WC,8045,52,3793,MO,WC,,PI,True,04/02/2023,04/03/2023,,,048985851,09/03/1987,M,GBR,MA,384,SYS,1818.33,92077.49,4890.06,06,MVA,CONTUS,KNEE,07/21/2023,109.0,9465.2,1045.16,A,1,
1000578.968,23WC930221,WC,4566,99,2630,OT,ZE,WA,BI,False,07/18/2023,07/24/2023,03/13/2024,02/02/2024,360912526,03/24/1942,M,USA,ID,380,SYS,39204.65,34396.94,7219.45,26,CAUGHT,LACERA,HAND,09/29/2023,67.0,0.0,0.0,,0,coverage_code|line_code
1000579.169,23WC826899,PF,8254,30,3864,OT,WC,,OT,True,12/15/2019,12/16/2019,,,849295801,07/14/1937,M,USA,AZ,160,SYS,27561.35,45911.47,5163.36,,,,,,,0.0,0.0,,0,
1000580.498,18WC901627,WC,3596,26,2561,MO,WC,,MP,True,05/26/2019,05/31/2019,,,844713642,11/18/1994,M,USA,NY,380,SYS,46152.14,76204.48,5387.91,17,SLIP,RUPTURE,HAND,09/21/2019,113.0,12122.28,1796.71,A,1,
1000581.142,19WC846660,WC,1276,83,1434,IO,WC,,PD,True,09/23/2019,10/05/2019,,,158923017,07/02/1941,F,USA,SC,390,SYS,10553.18,65608.97,9012.16,12,REPETIT,LACERA,KNEE,12/03/2019,59.0,0.0,0.0,,0,claim_type_IO
1000582.532,20WC516095,AU,9058,36,1428,MO,WC,,CL,False,07/15/2021,07/23/2021,06/30/2022,,332200223,04/25/1963,F,USA,TX,365,MAN,19964.82,57091.06,7228.94,,,,,,,0.0,0.0,,0,
1000583.386,20WC865982,WC,8802,6,2480,MO,WC,ZE,BI,False,12/15/2019,01/14/2020,04/21/2020,,738351180,11/11/1954,F,USA,AK,385,SYS,28811.6,37597.53,9849.18,26,CAUGHT,RUPTURE,HIP,06/19/2020,157.0,0.0,0.0,,0,coverage_code
1000584.358,19WC163122,WC,1008,18,1074,MO,WC,,PI,False,03/03/2018,03/06/2018,02/01/2020,,678122453,10/08/1936,F,IND,NJ,382,SYS,20299.17,56639.47,5279.88,12,LIFT,CONTUS,ANKLE,08/08/2018,155.0,0.0,0.0,,0,no_rre
1000585.231,24WC731182,PF,4038,17,2793,OT,WC,WA,CM,False,04/26/2018,05/11/2018,01/21/2020,,487848925,11/07/1937,F,USA,RI,380,SYS,15438.33,3087.72,5173.69,,,,,,,0.0,0.0,,0,coverage_code
1000586.725,22WC767873,WC,3977,30,1510,MO,WC,,BI,False,10/11/2018,10/23/2018,11/14/2019,,290737473,08/01/1977,M,USA,NE,390,SYS,19782.16,30918.68,6687.27,39,REPETIT,INFLAM,HEAD,04/17/2019,176.0,0.0,0.0,,1,
1000587.31,18WC540181,WC,7319,45,2747,OT,WC,,CM,True,09/16/2021,09/18/2021,,,226613264,07/09/1953,F,USA,NJ,314,MAN,28271.63,35809.34,5736.17,39,STRAIN,SPRAIN,HAND,10/30/2021,42.0,0.0,0.0,,1,
1000588.719,19WC485883,WC,2805,21,3166,MO,WC,,CL,True,04/25/2020,05/09/2020,,,123456789,05/14/1941,F,USA,MI,337,HIS,11070.33,70903.67,7877.09,27,STRUCK,CONCUSS,KNEE,09/17/2020,131.0,55764.59,6013.2,A,1,
1000589.226,20WC529830,WC,1281,69,4109,OT,ZE,WA,OT,True,12/03/2019,12/08/2019,,,132787816,10/22/1972,F,USA,HI,101,HIS,28550.35,12908.88,6943.59,48,REPETIT,FRACT,WRIST,03/30/2020,113.0,0.0,0.0,,0,coverage_code|line_code
1000590.301,24WC643762,WC,4158,37,3581,IO,WC,,PD,True,04/20/2023,05/16/2023,,,251020704,07/28/1948,F,USA,CA,178,SYS,28328.68,82296.05,1500.21,53,CAUGHT,STRAIN,SHOULDER,07/14/2023,59.0,0.0,0.0,,0,claim_type_IO
1000591.204,24WC583887,WC,7447,46,3165,IO,WC,,PI,True,09/16/2021,10/05/2021,,,003727050,10/20/1964,M,GBR,VA,338,SYS,12968.75,32725.61,3940.07,48,LIFT,LACERA,HIP,03/24/2022,170.0,0.0,0.0,,0,claim_type_IO
1000592.371,19WC411032,WC,4122,53,1645,OT,GR,,BI,True,10/15/2020,10/22/2020,,,213841766,11/15/1937,F,USA,VT,384,SYS,39071.55,54027.23,377.4,37,CAUGHT,CONTUS,NECK,01/31/2021,101.0,0.0,0.0,,0,line_code
1000593.381,22WC152557,WC,2469,84,3714,OT,WC,,BI,True,03/23/2023,04/01/2023,,07/16/2023,060203742,06/02/1955,M,USA,OK,335,SYS,19542.17,18117.4,7540.9,53,MVA,LACERA,HAND,06/04/2023,64.0,0.0,0.0,,1,
1000594.153,24WC345128,WC,3234,3,1550,MO,WC,ZE,BI,False,06/01/2020,06/08/2020,02/28/2021,07/17/2021,480571110,11/14/1966,F,USA,AL,354,SYS,38795.29,60967.25,3539.0,47,CAUGHT,LACERA,BACK,08/21/2020,74.0,0.0,0.0,,0,coverage_code
1000595.278,20WC320839,WC,2281,23,4728,MO,GR,ZE,OT,True,11/24/2020,12/21/2020,,,734170765,08/03/1939,M,USA,VA,120,MAN,39853.43,29267.41,8822.69,04,REPETIT,INFLAM,HEAD,06/08/2021,169.0,17811.7,2121.34,A,0,coverage_code|line_code
1000596.825,21WC211013,GL,3997,34,1204,MO,WC,WA,OT,False,07/20/2020,08/07/2020,12/01/2021,05/25/2024,152448287,03/05/1963,F,USA,PA,188,HIS,26688.82,71261.15,9157.1,,,,,,,0.0,0.0,,0,coverage_code
1000597.725,19WC359423,WC,5082,82,1768,MO,WC,LT,BI,True,02/03/2020,02/07/2020,,05/13/2020,469660688,12/18/1941,F,USA,WV,385,SYS,22720.73,4948.38,8261.35,17,FALL,LACERA,NECK,04/15/2020,68.0,14922.81,1121.93,A,0,coverage_code
1000598.178,20WC870932,PF,2793,64,1417,MO,WC,,MP,True,05/08/2022,06/01/2022,,,168035910,03/04/1968,F,USA,UT,387,MAN,43953.5,38250.01,9585.33,,,,,,,0.0,0.0,,0,no_rre
1000599.74,18WC825987,WC,4204,26,4998,MO,WC,,MP,True,03/17/2018,03/27/2018,,,595430193,03/01/1930,F,USA,MO,387,SYS,3568.57,76608.87,3200.9,27,REPETIT,RUPTURE,HEAD,06/11/2018,76.0,38824.41,3170.14,A,1,
1000600.268,21WC622199,WC,6225,22,1655,MO,WC,,BI,False,09/10/2022,09/13/2022,10/05/2023,,620180456,12/06/1948,M,USA,DE,198,SYS,10918.32,15163.48,3245.69,27,CUT,INFLAM,HAND,02/01/2023,141.0,0.0,0.0,,1,
